id,country,gender,device,group,converted,total_spent,join_date
1020981,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1020983,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1020988,USA,Female,Iphone,A,FALSE,$0.00,1/30/2023
1020989,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1020994,MEX,Female,Android,A,FALSE,$0.00,1/28/2023
1021015,FRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021017,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021018,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021019,AUS,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021035,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1021043,FRA,Female,Iphone,A,FALSE,$0.00,2/6/2023
1021046,USA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021052,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021053,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021056,BRA,Female,Android,A,FALSE,$0.00,1/31/2023
1021058,USA,Female,Android,A,FALSE,$0.00,2/1/2023
1021059,GBR,Female,Android,A,FALSE,$0.00,2/2/2023
1021064,CAN,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021070,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021077,ESP,Female,Android,A,FALSE,$0.00,2/3/2023
1021078,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021079,MEX,Female,Android,A,FALSE,$0.00,1/26/2023
1021083,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021084,MEX,Female,Android,A,FALSE,$0.00,1/28/2023
1021086,TUR,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021087,DEU,Female,Android,A,FALSE,$0.00,2/2/2023
1021096,DEU,Female,Android,A,FALSE,$0.00,1/27/2023
1021099,MEX,Female,Android,A,FALSE,$0.00,1/26/2023
1021103,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021104,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021109,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1021113,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021121,DEU,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021125,BRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021129,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021130,MEX,Female,Android,A,FALSE,$0.00,1/27/2023
1021136,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1021137,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021141,TUR,Female,Android,A,FALSE,$0.00,1/28/2023
1021143,MEX,Female,Android,A,FALSE,$0.00,1/26/2023
1021148,BRA,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021151,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021153,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021154,GBR,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021156,USA,Female,Iphone,A,FALSE,$0.00,2/4/2023
1021160,AUS,Female,Android,A,FALSE,$0.00,1/28/2023
1021161,BRA,Female,Iphone,A,FALSE,$0.00,2/4/2023
1021163,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021169,BRA,Female,Android,A,FALSE,$0.00,1/30/2023
1021187,USA,Female,Android,A,FALSE,$0.00,1/28/2023
1021204,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021206,USA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1021207,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021209,DEU,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021218,BRA,Female,Android,A,FALSE,$0.00,1/28/2023
1021221,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021242,TUR,Female,Android,A,FALSE,$0.00,1/28/2023
1021249,BRA,Female,Android,A,FALSE,$0.00,2/1/2023
1021252,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1021254,MEX,Female,Android,A,FALSE,$0.00,2/4/2023
1021255,USA,Female,Iphone,A,FALSE,$0.00,2/2/2023
1021257,n/a,Female,Android,A,FALSE,$0.00,1/25/2023
1021258,USA,Female,Android,A,FALSE,$0.00,2/6/2023
1021268,ESP,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021269,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021277,AUS,Female,Android,A,FALSE,$0.00,1/31/2023
1021278,USA,Female,Android,A,FALSE,$0.00,2/5/2023
1021298,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021300,TUR,Female,Android,A,FALSE,$0.00,1/31/2023
1021301,USA,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021307,USA,Female,Android,A,FALSE,$0.00,1/28/2023
1021308,BRA,Female,Android,A,FALSE,$0.00,2/6/2023
1021328,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021335,TUR,Female,Android,A,FALSE,$0.00,1/30/2023
1021343,ESP,Female,Android,A,FALSE,$0.00,2/4/2023
1021351,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021353,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021358,DEU,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021359,FRA,Female,Android,A,FALSE,$0.00,2/3/2023
1021367,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021368,USA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021373,USA,Female,Android,A,FALSE,$0.00,2/6/2023
1021374,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021380,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1021381,CAN,Female,Android,A,FALSE,$0.00,1/25/2023
1021382,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1021388,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021395,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021396,BRA,Female,Iphone,A,FALSE,$0.00,2/1/2023
1021401,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1021402,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1021404,BRA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1021407,BRA,Female,Android,A,FALSE,$0.00,1/28/2023
1021409,GBR,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021436,USA,Female,Iphone,A,FALSE,$0.00,2/4/2023
1021447,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021451,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1021452,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021454,AUS,Female,n/a,A,FALSE,$0.00,1/26/2023
1021455,USA,Female,Android,A,FALSE,$0.00,2/1/2023
1021462,USA,Female,Android,A,FALSE,$0.00,2/6/2023
1021465,BRA,Female,Android,A,FALSE,$0.00,1/30/2023
1021469,CAN,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021474,ESP,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021475,MEX,Female,Android,A,FALSE,$0.00,1/31/2023
1021480,TUR,Female,Iphone,A,FALSE,$0.00,2/2/2023
1021485,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021487,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1021497,ESP,Female,Android,A,FALSE,$0.00,2/1/2023
1021505,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021509,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1021515,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021517,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021519,BRA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1021520,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021527,BRA,Female,Iphone,A,FALSE,$0.00,2/3/2023
1021529,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1021530,ESP,Female,Android,A,FALSE,$0.00,1/27/2023
1021533,BRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021538,BRA,Female,Android,A,FALSE,$0.00,2/4/2023
1021547,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021556,BRA,Female,Iphone,A,FALSE,$0.00,1/31/2023
1021569,MEX,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021576,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021578,GBR,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021579,TUR,Female,Android,A,FALSE,$0.00,1/31/2023
1021583,BRA,Female,Android,A,FALSE,$0.00,1/31/2023
1021594,CAN,Female,Android,A,FALSE,$0.00,1/25/2023
1021601,USA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1021605,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021606,GBR,Female,Android,A,FALSE,$0.00,1/29/2023
1021608,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1021617,FRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021618,FRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021622,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021623,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021631,MEX,Female,Iphone,A,FALSE,$0.00,2/3/2023
1021638,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1021641,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021645,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1021647,ESP,Female,Android,A,FALSE,$0.00,1/29/2023
1021648,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1021650,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1021652,USA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021659,FRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021662,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021665,GBR,Female,Android,A,FALSE,$0.00,1/26/2023
1021667,GBR,Female,Android,A,FALSE,$0.00,1/25/2023
1021675,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021677,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1021678,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021685,DEU,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021687,MEX,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021698,TUR,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021726,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021727,BRA,Female,Android,A,FALSE,$0.00,2/3/2023
1021745,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021747,GBR,Female,Android,A,FALSE,$0.00,1/27/2023
1021749,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021756,CAN,Female,Android,A,FALSE,$0.00,1/28/2023
1021759,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021761,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1021763,MEX,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021766,MEX,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021769,DEU,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021777,DEU,Female,Android,A,FALSE,$0.00,2/2/2023
1021781,USA,Female,Android,A,FALSE,$0.00,2/3/2023
1021785,BRA,Female,Android,A,FALSE,$0.00,2/1/2023
1021788,USA,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021792,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1021809,ESP,Female,Android,A,FALSE,$0.00,2/2/2023
1021831,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1021852,USA,Female,Android,A,FALSE,$0.00,2/5/2023
1021854,AUS,Female,Android,A,FALSE,$0.00,1/26/2023
1021856,CAN,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021865,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1021869,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1021870,AUS,Female,Iphone,A,FALSE,$0.00,1/26/2023
1021874,DEU,Female,Android,A,FALSE,$0.00,1/26/2023
1021876,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021885,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021892,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1021894,CAN,Female,Iphone,A,FALSE,$0.00,1/30/2023
1021898,MEX,Female,Android,A,FALSE,$0.00,1/29/2023
1021899,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1021902,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1021913,USA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1021914,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1021930,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1021942,MEX,Female,Android,A,FALSE,$0.00,2/1/2023
1021944,FRA,Female,Android,A,FALSE,$0.00,1/26/2023
1021949,GBR,Female,Iphone,A,FALSE,$0.00,1/29/2023
1021952,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1021961,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1021962,FRA,Female,Android,A,FALSE,$0.00,1/27/2023
1021964,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1021968,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021970,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1021983,GBR,Female,Android,A,FALSE,$0.00,1/27/2023
1021986,AUS,Female,Android,A,FALSE,$0.00,1/26/2023
1022000,USA,Female,Android,A,FALSE,$0.00,1/30/2023
1022006,DEU,Female,Android,A,FALSE,$0.00,1/30/2023
1022013,USA,Female,Android,A,FALSE,$0.00,2/5/2023
1022015,USA,Female,Android,A,FALSE,$0.00,1/31/2023
1022026,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022029,DEU,Female,Android,A,FALSE,$0.00,1/26/2023
1022032,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022042,MEX,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022044,DEU,Female,Android,A,FALSE,$0.00,2/4/2023
1022045,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022052,BRA,Female,Android,A,FALSE,$0.00,2/1/2023
1022053,MEX,Female,Android,A,FALSE,$0.00,1/27/2023
1022058,MEX,Female,Android,A,FALSE,$0.00,1/29/2023
1022061,USA,Female,Android,A,FALSE,$0.00,2/1/2023
1022062,MEX,Female,Android,A,FALSE,$0.00,2/3/2023
1022063,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022065,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022067,DEU,Female,Android,A,FALSE,$0.00,1/30/2023
1022070,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022084,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022092,FRA,Female,Android,A,FALSE,$0.00,2/3/2023
1022096,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022101,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022107,TUR,Female,Android,A,FALSE,$0.00,1/28/2023
1022114,BRA,Female,Android,A,FALSE,$0.00,2/4/2023
1022115,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1022117,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022118,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022123,BRA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1022124,ESP,Female,Android,A,FALSE,$0.00,1/31/2023
1022144,USA,Female,n/a,A,FALSE,$0.00,1/31/2023
1022147,BRA,Female,Android,A,FALSE,$0.00,1/28/2023
1022153,BRA,Female,Android,A,FALSE,$0.00,1/30/2023
1022158,DEU,Female,Iphone,A,FALSE,$0.00,2/1/2023
1022165,BRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022171,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022174,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022177,MEX,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022180,CAN,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022186,BRA,Female,Android,A,FALSE,$0.00,1/27/2023
1022187,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022189,GBR,Female,Android,A,FALSE,$0.00,1/28/2023
1022193,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022198,TUR,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022200,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022205,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022211,MEX,Female,Android,A,FALSE,$0.00,1/27/2023
1022213,BRA,Female,Iphone,A,FALSE,$0.00,2/2/2023
1022224,FRA,Female,Android,A,FALSE,$0.00,2/5/2023
1022249,TUR,Female,Android,A,FALSE,$0.00,1/25/2023
1022250,AUS,Female,Android,A,FALSE,$0.00,1/26/2023
1022255,DEU,Female,Android,A,FALSE,$0.00,1/29/2023
1022257,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022259,ESP,Female,Android,A,FALSE,$0.00,1/29/2023
1022265,GBR,Female,Android,A,FALSE,$0.00,1/29/2023
1022270,GBR,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022271,TUR,Female,Iphone,A,FALSE,$0.00,1/30/2023
1022273,FRA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1022274,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022275,CAN,Female,Android,A,FALSE,$0.00,1/26/2023
1022277,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022281,CAN,Female,Android,A,FALSE,$0.00,1/30/2023
1022286,DEU,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022289,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022292,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022295,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022300,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1022308,DEU,Female,Android,A,FALSE,$0.00,1/26/2023
1022325,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022328,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022330,TUR,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022334,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022348,n/a,Female,Android,A,FALSE,$0.00,1/28/2023
1022349,USA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022351,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022356,USA,Female,Iphone,A,FALSE,$0.00,2/4/2023
1022359,BRA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022363,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022379,MEX,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022381,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022382,USA,Female,Iphone,A,FALSE,$0.00,1/30/2023
1022396,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1022399,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022404,USA,Female,Android,A,FALSE,$0.00,1/28/2023
1022405,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022406,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1022423,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022430,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1022434,FRA,Female,Android,A,FALSE,$0.00,1/29/2023
1022437,MEX,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022438,TUR,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022442,BRA,Female,Iphone,A,FALSE,$0.00,1/31/2023
1022446,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022462,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022477,FRA,Female,Android,A,FALSE,$0.00,2/5/2023
1022482,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1022484,MEX,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022495,BRA,Female,Android,A,FALSE,$0.00,2/2/2023
1022499,MEX,Female,Android,A,FALSE,$0.00,1/31/2023
1022500,MEX,Female,Android,A,FALSE,$0.00,2/6/2023
1022502,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1022504,USA,Female,Iphone,A,FALSE,$0.00,2/3/2023
1022513,ESP,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022518,CAN,Female,Android,A,FALSE,$0.00,1/30/2023
1022529,BRA,Female,Iphone,A,FALSE,$0.00,1/28/2023
1022531,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022538,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022539,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1022540,BRA,Female,Android,A,FALSE,$0.00,2/3/2023
1022543,FRA,Female,Iphone,A,FALSE,$0.00,1/31/2023
1022545,USA,Female,Iphone,A,FALSE,$0.00,2/1/2023
1022552,GBR,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022554,USA,Female,Android,A,FALSE,$0.00,2/3/2023
1022556,MEX,Female,Android,A,FALSE,$0.00,1/28/2023
1022557,n/a,Female,Android,A,FALSE,$0.00,1/27/2023
1022558,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022560,MEX,Female,Android,A,FALSE,$0.00,1/30/2023
1022571,TUR,Female,Iphone,A,FALSE,$0.00,1/27/2023
1022577,USA,Female,Android,A,FALSE,$0.00,2/5/2023
1022579,DEU,Female,Android,A,FALSE,$0.00,1/25/2023
1022585,MEX,Female,Android,A,FALSE,$0.00,1/28/2023
1022588,AUS,Female,Android,A,FALSE,$0.00,1/30/2023
1022592,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022593,USA,Female,Android,A,FALSE,$0.00,2/2/2023
1022600,BRA,Female,Iphone,A,FALSE,$0.00,2/6/2023
1022604,DEU,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022605,USA,Female,Android,A,FALSE,$0.00,1/28/2023
1022613,BRA,Female,Android,A,FALSE,$0.00,1/31/2023
1022616,USA,Female,Android,A,FALSE,$0.00,1/28/2023
1022631,MEX,Female,Android,A,FALSE,$0.00,2/4/2023
1022635,USA,Female,Android,A,FALSE,$0.00,2/2/2023
1022643,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022645,TUR,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022649,USA,Female,Android,A,FALSE,$0.00,1/27/2023
1022654,ESP,Female,Android,A,FALSE,$0.00,1/26/2023
1022659,USA,Female,Iphone,A,FALSE,$0.00,2/5/2023
1022665,USA,Female,Android,A,FALSE,$0.00,2/1/2023
1022666,AUS,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022668,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022669,FRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022680,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022681,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1022691,GBR,Female,Iphone,A,FALSE,$0.00,2/3/2023
1022695,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022696,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022697,FRA,Female,Android,A,FALSE,$0.00,2/5/2023
1022705,USA,Female,Iphone,A,FALSE,$0.00,2/6/2023
1022706,DEU,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022714,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022734,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022739,TUR,Female,Android,A,FALSE,$0.00,2/4/2023
1022741,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022745,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022749,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022755,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022764,FRA,Female,Iphone,A,FALSE,$0.00,1/31/2023
1022765,USA,Female,Iphone,A,FALSE,$0.00,2/1/2023
1022776,FRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022783,GBR,Female,Android,A,FALSE,$0.00,1/26/2023
1022797,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022807,MEX,Female,Iphone,A,FALSE,$0.00,2/5/2023
1022812,BRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022813,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1022828,BRA,Female,Android,A,FALSE,$0.00,1/30/2023
1022843,DEU,Female,Android,A,FALSE,$0.00,1/29/2023
1022844,GBR,Female,Android,A,FALSE,$0.00,1/27/2023
1022849,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022854,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1022859,DEU,Female,Android,A,FALSE,$0.00,1/27/2023
1022865,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1022882,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022885,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1022888,MEX,Female,Android,A,FALSE,$0.00,2/2/2023
1022893,BRA,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022905,GBR,Female,Android,A,FALSE,$0.00,1/28/2023
1022908,USA,Female,Android,A,FALSE,$0.00,1/31/2023
1022909,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022919,AUS,Female,Android,A,FALSE,$0.00,2/2/2023
1022925,DEU,Female,Android,A,FALSE,$0.00,1/30/2023
1022936,GBR,Female,Android,A,FALSE,$0.00,1/25/2023
1022939,DEU,Female,Android,A,FALSE,$0.00,2/2/2023
1022940,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1022946,BRA,Female,Android,A,FALSE,$0.00,2/4/2023
1022947,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022960,ESP,Female,Iphone,A,FALSE,$0.00,1/26/2023
1022972,MEX,Female,Android,A,FALSE,$0.00,1/31/2023
1022981,GBR,Female,Android,A,FALSE,$0.00,1/26/2023
1022982,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1022983,GBR,Female,Android,A,FALSE,$0.00,1/25/2023
1023002,TUR,Female,Android,A,FALSE,$0.00,2/1/2023
1023005,USA,Female,Android,A,FALSE,$0.00,1/26/2023
1023018,GBR,Female,Android,A,FALSE,$0.00,1/30/2023
1023029,BRA,Female,Android,A,FALSE,$0.00,2/5/2023
1023035,BRA,Female,Android,A,FALSE,$0.00,1/29/2023
1023039,BRA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1023045,USA,Female,Android,A,FALSE,$0.00,1/25/2023
1023070,DEU,Female,Android,A,FALSE,$0.00,1/31/2023
1023071,MEX,Female,Android,A,FALSE,$0.00,1/29/2023
1023073,FRA,Female,Android,A,FALSE,$0.00,2/5/2023
1023075,MEX,Female,Iphone,A,FALSE,$0.00,1/25/2023
1023078,BRA,Female,Android,A,FALSE,$0.00,2/3/2023
1023089,USA,Female,Iphone,A,FALSE,$0.00,1/31/2023
1023090,BRA,Female,Iphone,A,FALSE,$0.00,2/2/2023
1023094,USA,Female,Iphone,A,FALSE,$0.00,1/29/2023
1023099,CAN,Female,Android,A,FALSE,$0.00,2/4/2023
1023101,USA,Female,Iphone,A,FALSE,$0.00,1/27/2023
1023107,FRA,Female,Android,A,FALSE,$0.00,2/1/2023
1023110,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1023117,FRA,Female,Android,A,FALSE,$0.00,1/25/2023
1023124,USA,Female,Android,A,FALSE,$0.00,1/29/2023
1023125,BRA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1023127,USA,Female,Iphone,A,FALSE,$0.00,1/25/2023
1023138,TUR,Female,Iphone,A,FALSE,$0.00,1/28/2023
1023143,MEX,Female,Android,A,FALSE,$0.00,1/25/2023
1023147,MEX,Female,Android,A,FALSE,$0.00,1/29/2023
1023153,ESP,Female,Android,A,FALSE,$0.00,1/27/2023
1023155,BRA,Female,Android,A,FALSE,$0.00,1/26/2023
1023166,AUS,Female,Iphone,A,FALSE,$0.00,1/27/2023
